"","name","city","prim","sec","tert","quart","state","stars"
"2508","The Seafood Market","Mesa","Food"," Specialty Food"," Seafood"," Seafood Markets","AZ",3.5
"2509","The Sets","Tempe","Pool Halls"," American (New)"," Nightlife",NA,"AZ",2.9
"2510","The Sheep Camp","Buckeye","Mexican",NA,NA,NA,"AZ",2.75
"2511","The Siamese Cat","Tempe","Thai",NA,NA,NA,"AZ",3.97916666666667
"2512","The Silly Yak Bakery & Bread Barn","Madison","Bakeries"," Food"," Gluten-Free",NA,"WI",4.29411764705882
"2513","The Steak' N Hoagie Shop","Charlotte","Sandwiches",NA,NA,NA,"NC",4
"2514","The Sub Shop","Phoenix","Sandwiches",NA,NA,NA,"AZ",4.13333333333333
"2515","The Tap House","Las Vegas","Bars"," "," Nightlife"," Italian","NV",3.68181818181818
"2516","The Teriyaki Company","Las Vegas","Japanese",NA,NA,NA,"NV",3.53846153846154
"2517","The Tin Angel","Pittsburgh","Seafood",NA,NA,NA,"PA",3.31818181818182
"2518","The Tong Garden","Pittsburgh","Chinese",NA,NA,NA,"PA",4
"2519","The Triple Play","Las Vegas","Burgers"," Cheesesteaks"," American (Traditional)",NA,"NV",4.5
"2520","The University Club","Madison","American (Traditional)"," Event Planning & Services"," Venues & Event Spaces",NA,"WI",3.85714285714286
"2521","The Village","Charlotte","Breakfast & Brunch"," American (Traditional)",NA,NA,"NC",3.25
"2522","The Village Green","Middleton","Pubs"," Bars"," American (Traditional)"," Nightlife","WI",4.06666666666667
"2523","The Vintage Market","Phoenix","Bars"," Food"," Beer"," Wine & Spirits, Wine Bars, Nightlife","AZ",4
"2524","The Wok","Charlotte","Chinese",NA,NA,NA,"NC",3
"2525","The World Famous Open Kitchen","Charlotte",""," Italian",NA,NA,"NC",2.52173913043478
"2526","The Wrigley Mansion Club","Phoenix","Breakfast & Brunch"," American (New)"," Event Planning & Services"," Venues & Event Spaces","AZ",3.51428571428571
"2527","The Zenith","Pittsburgh","Vegetarian"," Vegan"," Salad",NA,"PA",4.05042016806723
"2528","Thee Olde Place Inn","Pittsburgh","American (New)"," Diners",NA,NA,"PA",3.75
"2529","Thee Pitts Again","Glendale","Barbeque",NA,NA,NA,"AZ",2.94634146341463
"2530","Thomas Street Tavern","Charlotte","Pubs"," Bars"," American (Traditional)"," Nightlife","NC",3.87368421052632
"2531","Three Sisters Old Town Inn","Middleton","Breakfast & Brunch",NA,NA,NA,"WI",3.53125
"2532","Thunderbird Cafe","Pittsburgh","Arts & Entertainment"," American (Traditional)"," Music Venues"," Bars, Nightlife","PA",3.51351351351351
"2533","Tian's China Wok","Pittsburgh","Chinese",NA,NA,NA,"PA",3.47368421052632
"2534","Tic Toc Diner & Catering","Charlotte","Food"," Coffee & Tea"," Cafes"," Diners","NC",4.27272727272727
"2535","Timbers - Horizon Ridge","Las Vegas","Bars"," American (Traditional)"," Nightlife",NA,"NV",3.5952380952381
"2536","Timpone's","Urbana","Steakhouses"," "," Italian",NA,"IL",3.67857142857143
"2537","Tin Top Bar and Grill","Tonopah","American (New)",NA,NA,NA,"AZ",4
"2538","Tip Top Tavern","Madison","Pubs"," Bars"," American (New)"," Nightlife","WI",4.09090909090909
"2539","Tiramisu Ristorante","Paradise Valley",""," Italian",NA,NA,"AZ",4.29411764705882
"2540","TLC Wings & Grill","Pineville","Chicken Wings",NA,NA,NA,"NC",3.55
"2541","Toby's Supper Club","Madison","American (Traditional)",NA,NA,NA,"WI",3.85
"2542","Tofu Hut","Las Vegas","Korean"," Barbeque",NA,NA,"NV",3.43187066974596
"2543","Togo's Eatery","Scottsdale","Sandwiches",NA,NA,NA,"AZ",3.25
"2544","Toh Zan Nagasaki Grill","Mesa","Japanese",NA,NA,NA,"AZ",4.11016949152542
"2545","Tokyo Express","Phoenix","Japanese",NA,NA,NA,"AZ",3.05681818181818
"2546","Tokyo House","Chandler","Japanese"," Chinese",NA,NA,"AZ",4.10769230769231
"2547","Tokyo Japanese Restaurant","Las Vegas","Sushi Bars"," Japanese",NA,NA,"NV",3.96638655462185
"2548","Tokyo Lobby Sushi and Grill","Glendale","Sushi Bars"," Japanese",NA,NA,"AZ",4.0184331797235
"2549","Tom's BBQ","Mesa","Barbeque",NA,NA,NA,"AZ",3.48979591836735
"2550","Tom's Diner","Pittsburgh","Diners",NA,NA,NA,"PA",3.31034482758621
"2551","Tom's Diner Southside","Pittsburgh","Diners",NA,NA,NA,"PA",2.59090909090909
"2552","Tom's Tavern & 1929 Grill","Phoenix","American (Traditional)",NA,NA,NA,"AZ",3.08333333333333
"2553","Tomasos Restaurant","Chandler",""," Italian",NA,NA,"AZ",2.71428571428571
"2554","Tomatoes","Scottsdale","",NA,NA,NA,"AZ",4.5
"2555","Tommy Rockers Southside Grill","Henderson","American (Traditional)"," Southern",NA,NA,"NV",4.25
"2556","Tonopah Joe's & Alice's Truck Stop","Tonopah","Diners",NA,NA,NA,"AZ",2.28571428571429
"2557","Tonto Verde","Rio Verde","Active Life"," American (Traditional)"," Golf",NA,"AZ",4
"2558","Tony's Cocktail Lounge","Glendale","Bars"," American (New)"," Nightlife"," Lounges","AZ",4.27272727272727
"2559","Tony's Italian Delicatessen","Phoenix","Food"," Grocery"," "," Sandwiches, Italian","AZ",3.875
"2560","Tony's Pizza","Huntersville","Italian"," Pizza"," Sandwiches",NA,"NC",4.27118644067797
"2561","Tony Frank's Tavern","Madison","Pubs"," Bars"," American (New)"," Nightlife","WI",3.48275862068966
"2562","Tony Roma's","Pineville","American (Traditional)"," Barbeque",NA,NA,"NC",3.20909090909091
"2563","Tonys Original Burger Factory","Phoenix","Burgers",NA,NA,NA,"AZ",3.11111111111111
"2564","Top of the Rock","Tempe","American (New)",NA,NA,NA,"AZ",3.49640287769784
"2565","Top Shelf Mexican Food & Cantina","Phoenix","Mexican",NA,NA,NA,"AZ",3.06896551724138
"2566","Topper's Pizza","Madison","Caterers"," Pizza"," Event Planning & Services",NA,"WI",3.31578947368421
"2567","Toppers Pizza","Charlotte","Pizza",NA,NA,NA,"NC",3.63636363636364
"2568","Tops China Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",3.33333333333333
"2569","Tornado Steak House","Madison","Steakhouses",NA,NA,NA,"WI",4.14186851211073
"2570","Torrey Pines Pub","Las Vegas","Bars"," American (Traditional)"," Nightlife",NA,"NV",4.25
"2571","Tortas El Rey","North Las Vegas","Fast Food"," Mexican",NA,NA,"NV",3.46153846153846
"2572","Tortas Paquime","Phoenix","Mexican",NA,NA,NA,"AZ",4.26666666666667
"2573","Toscana","Charlotte",""," Italian",NA,NA,"NC",3.73015873015873
"2574","Toscano's Grill","Goodyear",""," Italian",NA,NA,"AZ",2.5
"2575","Tottie's Asian Fusion","Scottsdale","Vietnamese"," Thai"," Asian Fusion",NA,"AZ",3.80630630630631
"2576","Town Center Lounge II","North Las Vegas","Arts & Entertainment"," Bars"," Casinos"," Nightlife, American (New), Sports Bars","NV",3.375
"2577","Township Grille","Matthews","American (Traditional)",NA,NA,NA,"NC",2.66666666666667
"2578","Toyama","Scottsdale","Sushi Bars"," Japanese",NA,NA,"AZ",4.47142857142857
"2579","Tram's Kitchen","Pittsburgh","Vietnamese",NA,NA,NA,"PA",3.93085106382979
"2580","Tramp's Restaurant","Pittsburgh","Bars"," American (Traditional)"," Nightlife",NA,"PA",3.33333333333333
"2581","Tres Banderas Restaurant","Apache Junction","Mexican",NA,NA,NA,"AZ",2.76923076923077
"2582","Triangle Bar & Grill","Pittsburgh","Nightlife"," Bars"," Sandwiches",NA,"PA",4.48780487804878
"2583","Trio","Charlotte","American (New)",NA,NA,NA,"NC",3.64705882352941
"2584","Troon North Golf Club","Scottsdale","Golf"," Venues & Event Spaces"," Event Planning & Services"," Active Life, American (New)","AZ",4.34782608695652
"2585","Tropical Smoothie Cafe","Henderson","Food"," Juice Bars & Smoothies"," Sandwiches",NA,"NV",2.84615384615385
"2586","Tryon House Restaurant","Charlotte","",NA,NA,NA,"NC",3.88
"2587","Tu DO Restaurant","Phoenix","Vietnamese",NA,NA,NA,"AZ",2
"2588","Tully's II Food & Spirits","Monona","Bars"," American (Traditional)"," Nightlife",NA,"WI",2.16666666666667
"2589","Tung's Chinese Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",1
"2590","Turk's Fish and Chips","Phoenix","American (Traditional)",NA,NA,NA,"AZ",1.66666666666667
"2591","Tuscany Grill","Henderson",""," Italian",NA,NA,"NV",3.75925925925926
"2592","Tuscany Mediterranean Grill","Fitchburg","Greek"," Italian"," Mediterranean",NA,"WI",3.05882352941176
"2593","Tutti Santi","Phoenix",""," Italian",NA,NA,"AZ",4.23293172690763
"2594","Tutti Santi Ristorante Italiano","Mesa",""," Italian",NA,NA,"AZ",3.72222222222222
"2595","Tutto Pasta Cucina Italiana","Madison",""," Italian",NA,NA,"WI",2.52380952380952
"2596","Tutto Pasta State Street","Madison",""," Italian",NA,NA,"WI",3.12903225806452
"2597","Twin Wheels Cafe","Wickenburg","Cafes",NA,NA,NA,"AZ",3.58333333333333
"2598","Twisted Vine Gourmet Deli","Scottsdale","",NA,NA,NA,"AZ",3
"2599","Tyber Creek Pub","Charlotte","Pubs"," Bars"," "," Nightlife, Sandwiches","NC",3.80851063829787
"2600","U S Pizza","Surprise","Pizza",NA,NA,NA,"AZ",4.5
"2601","Ub's Restaurant & Bar","Mesa","American (Traditional)",NA,NA,NA,"AZ",3
"2602","Ugly Dog Saloon","Pittsburgh","Chicken Wings"," Bars"," American (Traditional)"," Nightlife","PA",3
"2603","Umi","Pittsburgh","Japanese",NA,NA,NA,"PA",4.10714285714286
"2604","Un Bacio Ristoranti","Scottsdale",""," Italian",NA,NA,"AZ",3.93333333333333
"2605","Uncle Bear's Bar & Grill","Gilbert","",NA,NA,NA,"AZ",4
"2606","Uncle Sal's Italian Restaurant","Scottsdale",""," Pizza"," Italian",NA,"AZ",3.90374331550802
"2607","Uncle Sam's","Phoenix","Burgers"," Pizza"," Sandwiches",NA,"AZ",3.24852071005917
"2608","Uncle Sam's Submarines","Pittsburgh","Sandwiches",NA,NA,NA,"PA",3.73188405797101
"2609","Underwraps Cafe","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.5
"2610","Uno Chicago Grill","Mesa","Pizza",NA,NA,NA,"AZ",4
"2611","Uno Pizzeria & Grill","Homestead","American (Traditional)"," Pizza"," Gluten-Free",NA,"PA",3.07291666666667
"2612","Upstream","Charlotte","Seafood"," Sushi Bars",NA,NA,"NC",3.85714285714286
"2613","Urbana Garden Family Restaurant","Urbana","Sandwiches"," Breakfast & Brunch"," Diners",NA,"IL",3.44827586206897
"2614","US Subs","Charlotte","Delis"," Sandwiches",NA,NA,"NC",2.75
"2615","Uss Fish N Chips","North Las Vegas","Fish & Chips",NA,NA,NA,"NV",3.71428571428571
"2616","Valle Luna Mexican Restaurant","Chandler","Mexican",NA,NA,NA,"AZ",3.52314814814815
"2617","Vanloi Chinese Barbecue Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",4
"2618","Vaqueros Carne Asada","Phoenix","Mexican",NA,NA,NA,"AZ",3.12121212121212
"2619","Veltre's Pizza","Swissvale","Pizza",NA,NA,NA,"PA",4.23076923076923
"2620","Venezia's New York Style Pizzeria","Tempe","Italian"," Pizza",NA,NA,"AZ",3.96742671009772
"2621","Venezias New York Style Pizzeria","Gilbert","Pizza",NA,NA,NA,"AZ",3.85815602836879
"2622","Vento's Pizza","Pittsburgh","Italian"," Pizza",NA,NA,"PA",3.2
"2623","Veracruz Mexican Restaurant","Pittsburgh","Mexican",NA,NA,NA,"PA",3.26086956521739
"2624","Veranda Bistro","Phoenix","Breakfast & Brunch"," Cafes"," Sandwiches",NA,"AZ",3.45454545454545
"2625","Veterans of Foreign Wars Truax-Longmire Post 8483","Madison","American (Traditional)",NA,NA,NA,"WI",4
"2626","Viad Tower Restaurants","Phoenix","American (New)"," Sandwiches",NA,NA,"AZ",3.57142857142857
"2627","Vientiane Palace Restaurant","Madison","Thai"," Vegetarian"," Vegan",NA,"WI",3.32786885245902
"2628","Villa Antonio Ristorante","Charlotte",""," Italian",NA,NA,"NC",3.71014492753623
"2629","Villa Deli","Phoenix","Food"," Desserts"," Delis"," Pizza","AZ",4.078125
"2630","Villa Pizza","Phoenix","Pizza",NA,NA,NA,"AZ",2.25
"2631","Villa Reale Pizzeria & Restaurant","Pittsburgh","Pizza",NA,NA,NA,"PA",3.25925925925926
"2632","Villa Tap","Madison","Dive Bars"," Bars"," American (Traditional)"," Nightlife","WI",4
"2633","Village Bar","Madison","Bars"," American (Traditional)"," Pubs"," Burgers, Nightlife","WI",4.23076923076923
"2634","Village Inn","Phoenix","",NA,NA,NA,"AZ",3.05357142857143
"2635","Village Inn Pizza","Urbana","Pizza",NA,NA,NA,"IL",3
"2636","Village Inn Restaurants","Scottsdale","American (New)",NA,NA,NA,"AZ",3.2
"2637","Village Pizza Bar & Grill","Pittsburgh","Pizza",NA,NA,NA,"PA",4.16666666666667
"2638","Village Pub & Casino","Las Vegas","Arts & Entertainment"," Casinos"," Nightlife",NA,"NV",3.52083333333333
"2639","Village Tavern","Charlotte","Burgers"," Bars"," American (Traditional)"," Nightlife","NC",3.7741935483871
"2640","Vin Santo","Middleton",""," Italian",NA,NA,"WI",3.98611111111111
"2641","Vincent's of Greentree","Pittsburgh","Italian"," Pizza",NA,NA,"PA",3.42105263157895
"2642","Vincent's On Camelback","Phoenix","French",NA,NA,NA,"AZ",3.72826086956522
"2643","Vincent Market Bistro","Phoenix","Breakfast & Brunch"," Pizza"," French",NA,"AZ",4.5
"2644","Vine Tavern & Eatery","Tempe","American (Traditional)",NA,NA,NA,"AZ",3.28205128205128
"2645","Vinnie's Sardine Grill & Raw Bar","Charlotte","Nightlife"," Seafood"," Bars"," Sports Bars","NC",2.95348837209302
"2646","Vintage Spirits & Grill","Madison","Bars"," Breakfast & Brunch"," Nightlife"," Beer Bar, American (New)","WI",3.78947368421053
"2647","Vito's Italian Eatery","Henderson",""," Pizza"," Italian",NA,"NV",4.33333333333333
"2648","Vito's Pizza & Italian Ristorante","Mesa",""," Pizza"," Italian",NA,"AZ",3.50420168067227
"2649","Viva El Taco","Las Vegas","Mexican",NA,NA,NA,"NV",3.53846153846154
"2650","Viva Zapatas Mexican Restaurant & Cantina","North Las Vegas","Nightlife"," Bars"," Mexican"," Sports Bars","NV",4.22985074626866
"2651","Vivo","Bellevue",""," Italian",NA,NA,"PA",5
"2652","Voodoo Daddy's Magic Kitchen","Phoenix","Cajun/Creole",NA,NA,NA,"AZ",4.5
"2653","Waffle House","Charlotte","Breakfast & Brunch",NA,NA,NA,"NC",3.43323442136499
"2654","Waffle House Restaurant","Phoenix","Breakfast & Brunch",NA,NA,NA,"AZ",3.41025641025641
"2655","Wagon Yard","Phoenix","Bars"," American (Traditional)"," Nightlife",NA,"AZ",3.42857142857143
"2656","Wah Kee Wonton Noodle","Madison","Cantonese"," Chinese",NA,NA,"WI",3.77669902912621
"2657","Waldhorn Restaurant","Pineville","German",NA,NA,NA,"NC",4.29605263157895
"2658","Walker's Pub","Pittsburgh","",NA,NA,NA,"PA",3.33333333333333
"2659","Wally's' American Pub N Grill","Phoenix","Gastropubs"," American (Traditional)",NA,NA,"AZ",4.13636363636364
"2660","Walnut Grill","Pittsburgh","American (New)",NA,NA,NA,"PA",2.86206896551724
"2661","Wan Fu","Charlotte","Chinese",NA,NA,NA,"NC",4.11363636363636
"2662","Wando's","Madison","Bars"," American (Traditional)"," Nightlife",NA,"WI",3.15217391304348
"2663","Wang's Kitchen","Pittsburgh","Chinese",NA,NA,NA,"PA",3.83333333333333
"2664","Wang Express","Phoenix","Chinese",NA,NA,NA,"AZ",3.28846153846154
"2665","Wasabi Japanese Restaurant & Sushi Bar","Madison","Sushi Bars"," Japanese",NA,NA,"WI",3.28571428571429
"2666","Waterfront Grill","Chandler","American (Traditional)",NA,NA,NA,"AZ",2.33333333333333
"2667","Weiss Restaurant Deli & Bakery","Henderson","Bakeries"," Food"," Delis",NA,"NV",4.15506329113924
"2668","Welcome Diner","Phoenix","Nightlife"," Bars"," American (Traditional)"," Diners","AZ",4.68058968058968
"2669","Wendy's","Homestead","Burgers"," Fast Food",NA,NA,"PA",2.41988950276243
"2670","Wendy's Old Fashioned Hamburgers","Tempe","Burgers",NA,NA,NA,"AZ",2.57142857142857
"2671","Wendys","Tempe","Fast Food",NA,NA,NA,"AZ",3.75
"2672","Westwood Tap & Grill","Phoenix","Bars"," American (New)"," Cocktail Bars"," Nightlife","AZ",3.75
"2673","What A Sub","Phoenix","Sandwiches",NA,NA,NA,"AZ",3
"2674","Whataburger","Phoenix","Burgers"," American (Traditional)"," Fast Food",NA,"AZ",3.35820895522388
"2675","Whataburger Restaurants","Phoenix","Burgers",NA,NA,NA,"AZ",4
"2676","White's Restaurant","Belmont","Breakfast & Brunch",NA,NA,NA,"NC",4.5
"2677","White Cross Drugs","Las Vegas","Cafes",NA,NA,NA,"NV",3.95652173913043
"2678","Whooli's Grill","Charlotte","Sandwiches"," Chicken Wings",NA,NA,"NC",4.07142857142857
"2679","Wiener World","Pittsburgh","Hot Dogs",NA,NA,NA,"PA",3.57894736842105
"2680","Wienerschnitzel","Glendale","Fast Food"," Hot Dogs"," Sandwiches",NA,"AZ",3.02127659574468
"2681","Wiggy's","Pittsburgh","Chicken Wings",NA,NA,NA,"PA",3.90909090909091
"2682","Wild Oats Natural Marketplace","Henderson","Grocery"," Food"," Specialty Food"," Delis, Meat Shops, Health Markets","NV",4.2
"2683","Wild Thaiger","Phoenix","Thai",NA,NA,NA,"AZ",3.75429975429975
"2684","Wild West Cowboy Steakhouse","Buckeye","Steakhouses",NA,NA,NA,"AZ",2.23529411764706
"2685","Wildcat Lanes","Verona","Active Life"," Bowling",NA,NA,"WI",2.8
"2686","Wildflower Bread Company","Chandler","Bakeries"," Food"," Cafes"," Sandwiches","AZ",4.03501945525292
"2687","Willalby's Cafe","Madison","Breakfast & Brunch",NA,NA,NA,"WI",4
"2688","William Penn Tavern","Pittsburgh","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","PA",3.5625
"2689","Willy & Jose's","Las Vegas","Mexican",NA,NA,NA,"NV",2.95744680851064
"2690","Willy Street Pub & Grill","Madison","Dive Bars"," Bars"," American (Traditional)"," Nightlife","WI",3.8125
"2691","Wilson's Bar","Madison","Bars"," Burgers"," Sandwiches"," Nightlife, Sports Bars","WI",3.57142857142857
"2692","Wilson's Bar-B-Q","Pittsburgh","Barbeque",NA,NA,NA,"PA",4
"2693","Winchells Donuts","Las Vegas","Food"," Donuts"," Sandwiches",NA,"NV",3.84
"2694","Wing's Express","Mesa","American (New)",NA,NA,NA,"AZ",4.13793103448276
"2695","Wing King Cafe","Charlotte","American (Traditional)"," Chicken Wings",NA,NA,"NC",4.06024096385542
"2696","Wing Zone","Charlotte","Sandwiches"," Fast Food"," Chicken Wings",NA,"NC",1.94117647058824
"2697","Wings Express","Mesa","American (New)"," Barbeque",NA,NA,"AZ",3.86206896551724
"2698","Wingstop","Urbana","Barbeque",NA,NA,NA,"IL",3.5
"2699","Winner's Fast Food","Pittsburgh","American (Traditional)"," Fast Food",NA,NA,"PA",2.66666666666667
"2700","Wiseguys Pizza","Pittsburgh","Pizza",NA,NA,NA,"PA",3.42857142857143
"2701","Wok Bo Chinese Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",1.875
"2702","Wok Express Chinese Food","Charlotte","Chinese",NA,NA,NA,"NC",3.33333333333333
"2703","Wok In Express","Henderson","American (New)"," Chinese",NA,NA,"NV",3.57142857142857
"2704","Wokee Express","Gilbert","Chinese",NA,NA,NA,"AZ",3.52380952380952
"2705","Wolfman Pizza","Charlotte","Pizza",NA,NA,NA,"NC",4.16666666666667
"2706","Wonder Sushi","Henderson","Japanese",NA,NA,NA,"NV",2.33333333333333
"2707","Wonderdogs","Champaign","Hot Dogs",NA,NA,NA,"IL",4.11764705882353
"2708","Wonderful Wanda's","Chandler","Breakfast & Brunch"," Diners",NA,NA,"AZ",3.51428571428571
"2709","Wong's Chinese Dining","Phoenix","Chinese",NA,NA,NA,"AZ",3.96363636363636
"2710","Wong's Garden","Madison","Chinese",NA,NA,NA,"WI",3.5
"2711","Wong's Restaurant","Phoenix","Chinese",NA,NA,NA,"AZ",3.93103448275862
"2712","Wongs To Go","Phoenix","Chinese",NA,NA,NA,"AZ",4.33333333333333
"2713","Woodlands","Charlotte","Vegetarian"," Indian",NA,NA,"NC",3.94782608695652
"2714","World Buffet","Las Vegas","Buffets",NA,NA,NA,"NV",1.66666666666667
"2715","Wright's","Phoenix","Breakfast & Brunch"," American (New)",NA,NA,"AZ",4.11111111111111
"2716","Xaviers Casa Reynoso","Mesa","Mexican",NA,NA,NA,"AZ",4.09523809523809
"2717","Yangtse Chinese Bistro","Chandler","Chinese",NA,NA,NA,"AZ",3.43333333333333
"2718","Yao Fine Chinese Cuisine","Gilbert","Chinese",NA,NA,NA,"AZ",4.26041666666667
"2719","Yasda Bento","Phoenix","Korean"," Japanese",NA,NA,"AZ",3.52380952380952
"2720","Yasha From Russia","Phoenix","Grocery"," Food"," Ethnic Food"," Specialty Food, Russian","AZ",3.66666666666667
"2721","YC's Mongolian Grill","Tempe","Vegan"," Mongolian"," Chinese",NA,"AZ",4.09523809523809
"2722","Yen's Chinese Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",3.6
"2723","Yen's Gourmet","Pittsburgh","Chinese",NA,NA,NA,"PA",1.75
"2724","Yen Ching Restaurant","Madison","Chinese",NA,NA,NA,"WI",4
"2725","Yes Buffet","Fitchburg","Buffets",NA,NA,NA,"WI",1.75
"2726","Yesteryears Goodtime Pub","Charlotte","Dive Bars"," Bars"," American (Traditional)"," Nightlife","NC",3.8
"2727","Yin's Chinese Resturant","Phoenix","Chinese",NA,NA,NA,"AZ",4.33333333333333
"2728","Yoko Fast Food","Mesa","Japanese"," Chinese",NA,NA,"AZ",4.19230769230769
"2729","Yoko Hama Sushi","Las Vegas","Sushi Bars"," Japanese",NA,NA,"NV",2.72
"2730","York Crossing Restaurant","Charlotte","",NA,NA,NA,"NC",4.66666666666667
"2731","Yorkmont Cafe","Charlotte","American (New)",NA,NA,NA,"NC",2.71428571428571
"2732","Yoshi's Restaurant","Phoenix","Fast Food"," Japanese",NA,NA,"AZ",2.84375
"2733","Yummy China","Las Vegas","Chinese",NA,NA,NA,"NV",3.58064516129032
